# Iteration time x1 v1 x2 v2 e
59 2.9499999999999975 0.9819806100084679 0.18922545612249891 0.9598029097640284 0.7331575295813713 1.5556477122256456
60 2.9999999999999973 0.9902144070520823 0.13988989380192238 0.97206180880631 0.5357372956497369 1.5167046497880285
61 3.049999999999997 0.9959711337333633 0.09020431108206585 0.981889874329818 0.3369469106552905 1.4925386889454173
62 3.099999999999997 0.9992363853702999 0.0402929990065451 0.9892625168520633 0.13728366496247912 1.4834004682232833
63 3.149999999999997 1.0000019898389143 -0.009719186510728086 0.9941612892462716 -0.06275296677282961 1.489390373879616
64 3.1999999999999966 0.9982660280260792 -0.059707137019535395 0.9965739328976184 -0.2626625750670035 1.5104575132772515
65 3.2499999999999964 0.9940328386400699 -0.10954580449956493 0.9964944083785924 -0.46194506741278374 1.5464002010456972
66 3.2999999999999963 0.9873130073667915 -0.159110514175944 0.9939229105667173 -0.6601019192924424 1.596867953231302
67 3.349999999999996 0.9781233403987859 -0.20827727640156363 0.9888658681667933 -0.8566374212704715 1.661364969554563
68 3.399999999999996 0.9664868224032093 -0.256923096826001 0.9813359276388331 -1.0510599190461156 1.7392550690119335
69 3.4499999999999957 0.9524325590339051 -0.304926284075129 0.9713519215718647 -1.2428830433636695 1.8297680295254581
70 3.4999999999999956 0.9359957041313562 -0.3521667541717303 0.9589388215827002 -1.4316269267038277 1.9320072683023821
71 3.5499999999999954 0.9172173717926055 -0.3985263309355835 0.9441276758574674 -1.616819403712434 2.044958786158837
72 3.599999999999995 0.8961445335310856 -0.4438890416115443 0.9269555314921262 -1.7979971923636588 2.1675012864209813
73 3.649999999999995 0.8728299007835945 -0.4881414069860841 0.9074653418262157 -1.9747070529028237 2.298417367269936
74 3.699999999999995 0.8473317930583107 -0.5311727252665313 0.8857058590016209 -2.1465069216696646 2.4364056756609873
75 3.7499999999999947 0.8197139920536614 -0.5728753490128636 0.8617315120150998 -2.312967016965669 2.5800939013301765
76 3.7999999999999945 0.7900455821129511 -0.6131449544292806 0.8356022705696204 -2.4736709141990483 2.7280524809988322
77 3.8499999999999943 0.7584007774138459 -0.6518808023418916 0.8073834950650559 -2.6282165876177492 2.8788088757826538
78 3.899999999999994 0.7248587363249841 -0.6889859902096566 0.777145773103481 -2.7762174160244983 3.03086227907796
79 3.949999999999994 0.689503363394095 -0.7243676945381436 0.7449647429180443 -2.9173031499579594 3.1826986078907433
80 3.999999999999994 0.6524230994629453 -0.7579374030896757 0.7109209041670901 -3.0511208379204815 3.332805627737477
81 4.049999999999994 0.6137107004341329 -0.7896111363089608 0.6750994165668278 -3.1773357093353596 3.4796880599085207
82 4.099999999999993 0.5734630052431421 -0.8193096574102813 0.6375898868662622 -3.295632012024761 3.6218825200588514
83 4.149999999999993 0.531780693616074 -0.8469586706006755 0.5984861446972564 -3.4057138021132505 3.7579721387749867
84 4.199999999999993 0.48876803421902015 -0.8724890069432284 0.5578860078604446 -3.5073056843808392 3.886600717944554
85 4.249999999999993 0.4445326238290849 -0.8958367973955004 0.5158910376341194 -3.600153501213449 4.006486281394171
86 4.299999999999993 0.39918511817952357 -0.9169436325902103 0.47260628471819666 -3.6840249684272504 4.116433884315853
87 4.3499999999999925 0.35283895515228864 -0.9357567089584486 0.428140026448776 -3.758710256376245 4.215347553411405
88 4.399999999999992 0.30561007101042587 -0.952228960829865 0.38260349594065923 -3.8240225148893225 4.302241238374189
89 4.449999999999992 0.2576166103801696 -0.9663191781793489 0.33611060383537916 -3.879798340723549 4.376248665211374
90 4.499999999999992 0.20897863070822692 -0.9779921097256331 0.28877765335079486 -3.925898186364226 4.436631992888412
91 4.549999999999992 0.15981780193356 -0.9872185511238873 0.2407230493450613 -3.9622067091489948 4.482789186741322
92 4.599999999999992 0.11025710212494867 -0.9939754180316606 0.1920670021227602 -3.9886330598425355 4.514260034931734
93 4.6499999999999915 0.06042050984570946 -0.9982458038653683 0.14293122672413083 -4.005111109939878 4.530730747786241
94 4.699999999999991 0.010432694015133897 -1.0000190221028222 0.09343863844964101 -4.011599617129614 4.532037094029889
95 4.749999999999991 -0.03958129795752613 -0.9992906330259504 0.043713045381556126 -4.008082328503008 4.518166042551757
96 4.799999999999991 -0.08949635298637675 -0.9960624548367917 -0.006121161328321634 -3.9945680212506987 4.489255893282367
97 4.849999999999991 -0.13918760528698337 -0.9903425591189269 -0.05593931862998347 -3.9710904807451275 4.445594895868804
98 4.899999999999991 -0.18853074873632097 -0.982145250655679 -0.10561680342719887 -3.937708416063388 4.38761836995258
99 4.94999999999999 -0.23740234783318453 -0.9714910316555434 -0.15502934433004384 -3.894505313161744 4.315904355836597
100 4.99999999999999 -0.2856801464811702 -0.9584065504743147 -0.20405333252809782 -3.841589226069007 4.23116783902098
101 5.04999999999999 -0.3332433738217845 -0.9429245349621633 -0.2525661310066452 -3.7790925066210144 4.134253606346309
102 5.09999999999999 -0.3799730463526154 -0.9250837106023714 -0.3004463813323495 -3.707171473412208 4.026127805164183
103 5.14999999999999 -0.42575226557479323 -0.9049287036464876 -0.34757430724095834 -3.6260060207923477 3.907868289922312
104 5.1999999999999895 -0.47046651042514914 -0.8825099294881898 -0.39383201426758535 -3.5357991688863866 3.7806538526749125
105 5.249999999999989 -0.5140039237615271 -0.8578834665550722 -0.43910378467002437 -3.436776555763076 3.6457524451876138
106 5.299999999999989 -0.5562555921845789 -0.831110916033802 -0.48327636690731257 -3.329185873022573 3.5045085103879807
107 5.349999999999989 -0.5971158184960382 -0.8022592477795308 -0.526239258949395 -3.213296246214882 3.3583295498172574
108 5.399999999999989 -0.6364823861118947 -0.7714006327950046 -0.5678849847091532 -3.0893975616389584 3.2086720613769124
109 5.449999999999989 -0.674256814769005 -0.7386122626984161 -0.608109362905283 -2.9577997412064554 3.057026987958772
110 5.4999999999999885 -0.7103446068854645 -0.7039761566315929 -0.6468117676834284 -2.8188319671839954 2.9049048224368867
111 5.549999999999988 -0.7446554839584374 -0.6675789560915302 -0.6838953803436023 -2.6728418587532508 2.7538205179340194
112 5.599999999999988 -0.7771036124080658 -0.6295117081984939 -0.7192674315441631 -2.5201946024486426 2.605278354221281
113 5.649999999999988 -0.8076078183024804 -0.5898696379428424 -0.7528394333764485 -2.3612720386478485 2.46075691154667
114 5.699999999999988 -0.8360917904267444 -0.5487519099802898 -0.7845274007294987 -2.1964717064002546 2.3216943021126024
115 5.749999999999988 -0.8624842711877254 -0.5062613805714772 -0.8142520613910977 -2.026205848982707 2.189473806844765
116 5.799999999999987 -0.8867192348773146 -0.4625043402863766 -0.8419390543595283 -1.850900382670163 2.065410061040529
117 5.849999999999987 -0.9087360528480368 -0.4175902481171529 -0.8675191158699413 -1.6709938313008759 1.9507359269953475
118 5.899999999999987 -0.9284796451878344 -0.37163145766460465 -0.8909282526699553 -1.4869362293013018 1.8465901848347561
119 5.949999999999987 -0.9459006185145798 -0.3247429360831322 -0.9121079021110138 -1.2991879959148422 1.7540061645967397
120 5.999999999999987 -0.9609553895455932 -0.27704197648729934 -0.931005078654993 -1.108218783450556 1.6739014331959035
121 6.0499999999999865 -0.9736062941330261 -0.22864790453941056 -0.9475725064295564 -0.9145063024329799 1.607068639351456
122 6.099999999999986 -0.9838216814923304 -0.179681779952085 -0.9617687375006194 -0.7185351265919877 1.5541676079807494
123 6.149999999999986 -0.9915759933880692 -0.13026609365252836 -0.9735582555660584 -0.5207954806820404 1.5157187630650488
124 6.199999999999986 -0.9968498280789606 -0.08052446136605923 -0.9829115648112252 -0.32178201416315483 1.4920979447090494
125 6.249999999999986 -0.9996299888621649 -0.030581314385403624 -0.9898052637039796 -0.12199256381127646 1.483532672173472
126 6.299999999999986 -0.9999095170953574 0.019438411700686383 -0.9942221035446043 0.07807309164655023 1.4900998902001286
127 6.349999999999985 -0.9976877096139539 0.0694095895408284 -0.9961510316241244 0.27791448175686956 1.5117252211158365
128 6.399999999999985 -0.992970120499895 0.11920721303460008 -0.9955872188830255 0.4770316962968529 1.5481837301437267
129 6.449999999999985 -0.9857685471975401 0.1687067100433016 -0.9925320720011741 0.6749266358318409 1.5991021962185572
130 6.499999999999985 -0.9761010010113781 0.21778425401562446 -0.986993229888665 0.8711042577450403 1.6639628655477217
131 6.549999999999985 -0.9639916620593327 0.26631707374867386 -0.9789845445863465 1.0650738146223462 1.742108650332471
132 6.5999999999999845 -0.9494708187943249 0.3141837605094547 -0.9685260466237824 1.256350081894382 1.8327497206126124
133 6.649999999999984 -0.9325747922453593 0.3612645717485341 -0.9556438949212849 1.4444545716647157 1.9349714232671615
134 6.699999999999984 -0.913345845167626 0.40744173064611644 -0.9403703113613161 1.6289167296877645 2.047743448932383
135 6.749999999999984 -0.8918320763288606 0.4525997207411901 -0.9227435001929083 1.8092751125020465 2.169930155120108
136 6.799999999999984 -0.86808730019639 0.4966255749067066 -0.9028075524706951 1.9850785417740762 2.300301942257937
137 6.849999999999984 -0.8421709123258092 0.5394091579478928 -0.8806123357675796 2.1558872329652026 2.4375475688444923
138 6.8999999999999835 -0.8141477407880073 0.5808434421167483 -0.8562133694369114 2.3212738954979226 2.5802872825226584
139 6.949999999999983 -0.7840878840061849 0.6208247748535027 -0.8296716857361844 2.48082480166949 2.7270866357155374
140 6.999999999999983 -0.7520665354085021 0.6592531380852451 -0.8010536771596438 2.6341408216388116 2.8764708476252805
141 7.049999999999983 -0.7181637953349792 0.6960323984330637 -0.7704309303616883 2.7808384218975006 3.026939568932535
142 7.099999999999983 -0.6824644706691573 0.7310705477017714 -0.7378800470864946 2.92055062472729 3.1769819015084586
143 7.149999999999983 -0.6450578626957323 0.764279933050602 -0.7034824525518046 3.052927926243596 3.3250915229025173
144 7.199999999999982 -0.6060375437148325 0.7955774762690754 -0.66732419176619 3.177639170728636 3.4697817643229314
145 7.249999999999982 -0.5655011229717353 0.8248848816094807 -0.6294957142893025 3.294372379066821 3.6096004912932864
146 7.299999999999982 -0.5235500024875466 0.8521288316560556 -0.5900916479735321 3.402835529209976 3.743144638143665
147 7.349999999999982 -0.48028912340163443 0.8772411707408628 -0.5492105622530464 3.5027572867199277 3.86907425095805
148 7.399999999999982 -0.43582670346033925 0.9001590754475185 -0.5069547215723512 3.593887683560886 3.986125898516977
149 7.4499999999999815 -0.39027396630863787 0.9208252117762261 -0.46342982957116174 3.6759987434434933 4.093125317096395
150 7.499999999999981 -0.34374486326194076 0.9391878785769376 -0.41874476466551824 3.7488850521561212 4.18899916264709
151 7.549999999999981 -0.2963557882540165 0.9552011368918135 -0.3730113076865818 3.812364271456615 4.272785752807322
152 7.599999999999981 -0.24822528667410826 0.9688249248833996 -0.32634386225843515 3.8662775952388584 4.343644691305129
153 7.649999999999981 -0.19947375882159563 0.9800251580610007 -0.2788591686143637 3.910490146832943 4.40086527848513
154 7.699999999999981 -0.1502231587200186 0.9887738145545042 -0.230676011567518 3.9448913164449766 4.443873623835685
155 7.7499999999999805 -0.10059668904389335 0.995049005222312 -0.1819149233664734 3.9693950378923133 4.472238389374713
156 7.79999999999998 -0.05071849292147288 0.9988350284179788 -0.1326978821790078 3.9839400039418393 4.485675106446305
157 7.84999999999998 -0.0007133433844221 1.00012240927853 -0.08314800695834998 3.9884898197125334 4.484049022748713
158 7.89999999999998 0.04929366875873493 0.9989079234361529 -0.03338924945520616 3.983033093758462 4.4673764511145695
159 7.94999999999998 0.09917744784459415 0.995194605093921 0.016453915853989975 3.967583466604263 4.435824606549311
160 7.99999999999998 0.14881320628948447 0.9889917394453238 0.0662568031469436 3.9421795766616308 4.389709933153894
161 8.04999999999998 0.1980767767538888 0.9803148394565429 0.11589482716454513 3.9068849636119753 4.329494937661795
162 8.09999999999998 0.24684492275577358 0.9691856070695277 0.1652438148688405 3.8617879094968472 4.255783561256932
163 8.14999999999998 0.2949956469558052 0.9556318789229021 0.21418031607028942 3.8070012179135517 4.169315135959081
164 8.199999999999982 0.34240849634325554 0.9396875567264582 0.2625819122472602 3.7426619318682164 4.070956986020605
165 8.249999999999982 0.3889648635591494 0.9213925224633873 0.3103275227852253 3.668930990992019 3.9616957483309503
166 8.299999999999983 0.4345482836028698 0.9007925386323506 0.3572977078695749 3.5859928289779823 3.842627498638188
167 8.349999999999984 0.47904472517998375 0.8779391337789166 0.40337496727434397 3.4940549122452706 3.7149467823415248
168 8.399999999999984 0.5223428759624545 0.8528894736026937 0.44844403429940005 3.393347220984966 3.579934659565824
169 8.449999999999985 0.5643344210476361 0.8257062179625677 0.492392164120789 3.284121673885426 3.438945884089166
170 8.499999999999986 0.6049143139194549 0.7964573641377327 0.5351094158328983 3.1666514979762157 3.2933953443587134
171 8.549999999999986 0.6439810392339422 0.7652160767365878 0.5764889274768853 3.041230545166914 3.1447439022119923
172 8.599999999999987 0.6814368667717291 0.73206050467897 0.6164271833673568 2.9081725571904204 2.9944837709463297
173 8.649999999999988 0.7171880959222129 0.6970735857095348 0.6548242730485543 2.7678103807894816 2.84412357898831
174 8.699999999999989 0.7511452900877869 0.6603428389312872 0.6915841412322368 2.620495135109612 2.695173268561665
175 8.74999999999999 0.7832235004217415 0.6219601458782338 0.726614828092011 2.4665953333811563 2.549128980404487
176 8.79999999999999 0.8133424783401261 0.5820215206747988 0.7598286993129848 2.3064959610875935 2.4074580757285395
177 8.84999999999999 0.8414268762759409 0.5406268698569491 0.7911426653212406 2.1405975129260217 2.271584445243269
178 8.899999999999991 0.8674064361734435 0.4978797424558309 0.8204783891446991 1.9693149909688803 2.14287425219867
179 8.949999999999992 0.8912161652510182 0.4538870709690889 0.8477624823853767 1.793076866532993 2.022622252062975
180 8.999999999999993 0.9127964985929089 0.40875890386782665 0.8729266888127826 1.6123240083528374 1.9120388256867393
181 9.049999999999994 0.9320934481630592 0.36260813030834643 0.8959080551191639 1.4275085797392213 1.8122378556717833
182 9.099999999999994 0.9490587378682727 0.3155501977373081 0.916649088409426 1.2390929074821488 1.7242255672330593
183 9.149999999999995 0.9636499243328027 0.2677028230967228 0.9350979000317334 1.0475483253273408 1.6488904451980726
184 9.199999999999996 0.9758305030822229 0.2191856983512117 0.9512083353889732 0.8533539949194844 1.5869943280284287
185 9.249999999999996 0.9855699998709306 0.17012019107416154 0.9649400894063244 0.6569957071616634 1.5391647679790466
186 9.299999999999997 0.9928440469248001 0.1206290408417723 0.976258807366059 0.45896466698941046 1.5058887338501852
187 9.349999999999998 0.9976344439082326 0.07083605219448007 0.9851361708573164 0.25975626459931955 1.4875077193623574
188 9.399999999999999 0.9999292034630713 0.020865784933825335 0.9915499686258068 0.059868836206048104 1.4842143061286037
189 9.45 0.9997225812054338 -0.029156757470495516 0.9954841521461968 -0.14019758257226744 1.4960502156531335
190 9.5 0.9970150901054022 -0.07910644058392909 0.9969288757781257 -0.3399425075817067 1.5229058698953433
191 9.55 0.9918134992135741 -0.12885831203846929 0.9958805214053835 -0.5388662581242557 1.5645214648527066
192 9.600000000000001 0.9841308167376337 -0.17828791410909992 0.9923417074965851 -0.7364712069415581 1.620489546485755
193 9.650000000000002 0.9739862575112567 -0.22727159505334524 0.9863212825646521 -0.932263025063812 1.6902590632847008
194 9.700000000000003 0.9614051949367004 -0.2756868184350914 0.9778343030414385 -1.1257519184097367 1.7731408550104053
195 9.750000000000004 0.946419097521275 -0.32341246965888254 0.9669019956228255 -1.3164538530441645 1.8683145227800302
196 9.800000000000004 0.9290654501664292 -0.3703291589478727 0.9535517041784574 -1.5038917660281825 1.9748366118534757
197 9.850000000000005 0.9093876604063276 -0.4163195200075093 0.9378168213588988 -1.6875967588327818 2.0916500253487245
198 9.900000000000006 0.8874349498304442 -0.4612685036278163 0.9197367050712845 -1.8671092703305907 2.217594574803795
199 9.950000000000006 0.8632622309617654 -0.5050636654898037 0.8993565800323753 -2.041980226431347 2.3514185621332246
200 10.000000000000007 0.8369299698985729 -0.5475954474560298 0.8767274246452692 -2.211772163485189 2.491791277211612
201 10.050000000000008 0.8085040350633982 -0.5887574516416385 0.8519058434827312 -2.3760603226434545 2.6373162861588293
202 10.100000000000009 0.778055532437487 -0.6284467065802564 0.8249539256961064 -2.534433712439344 2.7865453774927618
203 10.15000000000001 0.7456606276929274 -0.6665639248189054 0.7959390897039966 -2.6864961369302693 2.937993026734839
204 10.20000000000001 0.7114003556673659 -0.7030137512975281 0.7649339145492009 -2.831867186829886 3.090151234867056
205 10.25000000000001 0.6753604176579053 -0.7377050018917745 0.7320159583457668 -2.970183191150365 3.241504592298514
206 10.300000000000011 0.6376309670412442 -0.7705508915223049 0.6972675642702995 -3.10109812697425 3.390545417742122
207 10.350000000000012 0.5983063837563274 -0.8014692512599643 0.6607756545828374 -3.2242844850799885 3.53578882065065
208 10.400000000000013 0.5574850382136338 -0.8303827338837056 0.6226315131925396 -3.3394340892556458 3.6757875366232198
209 10.450000000000014 0.5152690452216815 -0.8572190073770327 0.5829305573120978 -3.446258867251167 3.8091463874610816
210 10.500000000000014 0.47176400854630274 -0.8819109358788956 0.5417720987720714 -3.5444915714405285 3.9345362213023645
211 10.550000000000015 0.42707875674167506 -0.9043967476363621 0.49925909559222537 -3.6338864473909145 4.05070719346203
212 10.600000000000016 0.38132507091392986 -0.9246201895389005 0.45549789443130256 -3.714219848666374 4.156501255193398
213 10.650000000000016 0.3346174050983424 -0.9425306678476734 0.4105979645595072 -3.785290796327901 4.2508637255056545
214 10.700000000000017 0.2870725999495858 -0.9580833747677809 0.3646716240191612 -3.8469214817302317 4.33285383033827
215 10.750000000000018 0.2388095904612597 -0.9712394005468006 0.31783375865855384 -3.8989577113574825 4.4016541037169095
216 10.800000000000018 0.18994910844584312 -0.9819658308191801 0.27020153474182323 -3.9412692925847694 4.4565785568926355
217 10.85000000000002 0.1406133805193268 -0.9902358289529483 0.2218941058537875 -3.9737503594006967 4.497079533783546
218 10.90000000000002 0.09092582234603024 -0.9960287031927234 0.17303231483290982 -3.99631963727581 4.522753184172041
219 10.95000000000002 0.041010729908461524 -0.999329958431034 0.12373839147802534 -4.008920646514336 4.533343499930498
220 11.000000000000021 -0.009007031425475754 -1.0001313324784182 0.07413564678502643 -4.011521843580413 4.528744873915011
221 11.050000000000022 -0.05900233926011482 -0.9984308167415464 0.02434816447838961 -4.00411670004518 4.50900315593732
222 11.100000000000023 -0.108850127173117 -0.9942326612576138 -0.025499509390809194 -3.986723718957135 4.474315195251525
223 11.150000000000023 -0.1584256975770313 -0.987547364072386 -0.07528267800390359 -3.9593863885947154 4.425026874124258
224 11.200000000000024 -0.2076050336586793 -0.978391644988444 -0.1248768057112864 -3.922173073716688 4.361629652143515
225 11.250000000000025 -0.25626510961602816 -0.9667884037492745 -0.1741578295663721 -3.875176844582305 4.2847556558112805
226 11.300000000000026 -0.30428419841647186 -0.9527666627637865 -0.22300246967755083 -3.8185152441688333 4.195171362509726
227 11.350000000000026 -0.3515421763066406 -0.9363614945145081 -0.27128853760176525 -3.7523299941686883 4.093769941984528
228 11.400000000000027 -0.3979208233119827 -0.917613933831033 -0.3188952420082435 -3.6767866405015446 3.9815623319112294
229 11.450000000000028 -0.44330411897439437 -0.896570875248145 -0.36570349084774517 -3.5920741392280933 3.8596671367674835
230 11.500000000000028 -0.48757853258808365 -0.8732849557053652 -0.4115961892714209 -3.4984043839012267 3.729299450998621
231 11.55000000000003 -0.5306333072076168 -0.8478144228813294 -0.4564585325540166 -3.396011675536911 3.5917587182189683
232 11.60000000000003 -0.5723607367176737 -0.8202229894923468 -0.500178293288646 -3.285152136530562 3.4484157478288524
233 11.65000000000003 -0.6126564352713939 -0.7905796739195977 -0.5426461021346911 -3.1661030699849633 3.3006990188511605
234 11.700000000000031 -0.6514195984232845 -0.7589586275636285 -0.5837557214165088 -3.0391622660523145 3.1500804079171782
235 11.750000000000032 -0.6885532553034368 -0.7254389493580098 -0.6234043108885098 -2.9046472570255673 2.998060484088222
236 11.800000000000033 -0.7239645112022081 -0.6901044879061404 -0.6614926850017696 -2.7628945230423936 2.8461535175294888
237 11.850000000000033 -0.7575647799585123 -0.6530436317361474 -0.6979255610285859 -2.614258650388699 2.695872351912465
238 11.900000000000034 -0.7892700055703715 -0.6143490881985517 -0.7326117974242796 -2.459111444507155 2.5487132917834736
239 11.950000000000035 -0.8190008724733362 -0.5741176515597849 -0.7654646218299316 -2.2978409999295546 2.4061411559848582
240 12.000000000000036 -0.8466830039607338 -0.5324499608716684 -0.7964018481456921 -2.1308507294595325 2.269574646553536
241 12.050000000000036 -0.8722471482493663 -0.4894502482225421 -0.8253460821316094 -1.9585583550341612 2.140372179365657
242 12.100000000000037 -0.8956293517251818 -0.4452260779997956 -0.8522249150216477 -1.7813948627887741 2.019818318177588
243 12.150000000000038 -0.916771118935515 -0.39988807781603675 -0.8769711046665288 -1.5998034249389363 1.9091109476784598
244 12.200000000000038 -0.9356195589276474 -0.35354966177199093 -0.899522743752246 -1.414238291176491 1.8093493137785464
245 12.250000000000039 -0.9521275175675873 -0.30632674674839355 -0.9198234146734128 -1.2251636523528715 1.7215230506845494
246 12.30000000000004 -0.9662536955080475 -0.2583374624365787 -0.9378223306740081 -1.033052479292208 1.6465023044443376
247 12.35000000000004 -0.9779627515104914 -0.20970185583313056 -0.9534744629024197 -0.8383853396389687 1.5850290516783598
248 12.400000000000041 -0.9872253908627597 -0.16054159093781456 -0.9667406530629241 -0.6416491956998316 1.537709700262576
249 12.450000000000042 -0.994018438671072 -0.11097964440600429 -0.9775877113817868 -0.4433361862870307 1.5050090459078413
